s transe;p transe;o transe;head rank transe;tail rank transe;s conve;p conve;o conve;head rank conve;tail rank conve;s complex;p complex;o complex;head rank complex;tail rank complex
maria_josepha_of_austria;child;maria_anna_sophia_of_saxony;12;1873;maria_josepha_of_austria;child;maria_anna_sophia_of_saxony;277;1136;maria_josepha_of_austria;child;maria_anna_sophia_of_saxony;80;1575
victor_amadeus_ii_of_sardinia;child;victor_amadeus_prince_of_piedmont;150;1887;victor_amadeus_ii_of_sardinia;child;victor_amadeus_prince_of_piedmont;3;31;victor_amadeus_ii_of_sardinia;child;victor_amadeus_prince_of_piedmont;1;2
alfonso_x_of_castile;child;beatrice_of_castile_1242_1303;17;1890;alfonso_x_of_castile;child;beatrice_of_castile_1242_1303;1076;1444;alfonso_x_of_castile;child;beatrice_of_castile_1242_1303;772;2369
antoine_duke_of_montpensier;child;infante_antonio_duke_of_galliera;190;1891;antoine_duke_of_montpensier;child;infante_antonio_duke_of_galliera;2;12;antoine_duke_of_montpensier;child;infante_antonio_duke_of_galliera;1;4
henry_ii_of_england;child;geoffrey_archbishop_of_york;67;1905;henry_ii_of_england;child;geoffrey_archbishop_of_york;77;1046;henry_ii_of_england;child;geoffrey_archbishop_of_york;59;998
princess_christine_louise_of_oettinge_oettingen;child;charlotte_christine_of_brunswic_wolfenb_ttel;98;1910;princess_christine_louise_of_oettinge_oettingen;child;charlotte_christine_of_brunswic_wolfenb_ttel;553;984;princess_christine_louise_of_oettinge_oettingen;child;charlotte_christine_of_brunswic_wolfenb_ttel;317;1533
maria_luisa_of_spain;child;archduke_charles_duke_of_teschen;36;1957;maria_luisa_of_spain;child;archduke_charles_duke_of_teschen;1;2;maria_luisa_of_spain;child;archduke_charles_duke_of_teschen;1;1
judith_of_habsburg;child;wenceslaus_iii_of_bohemia;440;1958;judith_of_habsburg;child;wenceslaus_iii_of_bohemia;124;986;judith_of_habsburg;child;wenceslaus_iii_of_bohemia;905;1961
baldwin_v_count_of_flanders;child;robert_i_count_of_flanders;293;1967;baldwin_v_count_of_flanders;child;robert_i_count_of_flanders;1831;1650;baldwin_v_count_of_flanders;child;robert_i_count_of_flanders;252;1484
afonso_ii_of_portugal;child;fernando_lord_of_serpa;373;1970;afonso_ii_of_portugal;child;fernando_lord_of_serpa;4;1381;afonso_ii_of_portugal;child;fernando_lord_of_serpa;345;2420
james_iii_of_scotland;child;james_stewart_duke_of_ross;418;1999;james_iii_of_scotland;child;james_stewart_duke_of_ross;1046;1095;james_iii_of_scotland;child;james_stewart_duke_of_ross;626;2273
princess_magdalena_augusta_of_anhalt_zerbst;child;princess_augusta_of_saxe_gotha;306;2004;princess_magdalena_augusta_of_anhalt_zerbst;child;princess_augusta_of_saxe_gotha;3;3;princess_magdalena_augusta_of_anhalt_zerbst;child;princess_augusta_of_saxe_gotha;3;1
blanche_of_castile;child;charles_i_of_anjou;264;2024;blanche_of_castile;child;charles_i_of_anjou;1;4;blanche_of_castile;child;charles_i_of_anjou;1;1
prince_philippe_count_of_paris;child;prince_ferdinand_duke_of_montpensier;433;2024;prince_philippe_count_of_paris;child;prince_ferdinand_duke_of_montpensier;133;722;prince_philippe_count_of_paris;child;prince_ferdinand_duke_of_montpensier;4;5
charles_vi_of_france;child;marie_of_valois_prioress_of_poissy;43;2032;charles_vi_of_france;child;marie_of_valois_prioress_of_poissy;148;1413;charles_vi_of_france;child;marie_of_valois_prioress_of_poissy;241;2581
louis_xiv;child;philippe_charles_duke_of_anjou;50;2032;louis_xiv;child;philippe_charles_duke_of_anjou;232;1003;louis_xiv;child;philippe_charles_duke_of_anjou;82;1107
charles_vi_of_france;child;john_duke_of_touraine;124;2034;charles_vi_of_france;child;john_duke_of_touraine;263;1288;charles_vi_of_france;child;john_duke_of_touraine;145;1439
john_of_gaunt;child;elizabeth_of_lancaster_duchess_of_exeter;120;2035;john_of_gaunt;child;elizabeth_of_lancaster_duchess_of_exeter;57;990;john_of_gaunt;child;elizabeth_of_lancaster_duchess_of_exeter;23;590
antoinette_of_bourbon;child;claude_duke_of_aumale;46;2042;antoinette_of_bourbon;child;claude_duke_of_aumale;1011;1069;antoinette_of_bourbon;child;claude_duke_of_aumale;140;1785
rudolf_i_of_germany;child;judith_of_habsburg;82;2066;rudolf_i_of_germany;child;judith_of_habsburg;1;6;rudolf_i_of_germany;child;judith_of_habsburg;1;1
maria_carolina_of_austria;child;maria_cristina_of_naples_and_sicily;43;2069;maria_carolina_of_austria;child;maria_cristina_of_naples_and_sicily;442;1140;maria_carolina_of_austria;child;maria_cristina_of_naples_and_sicily;64;1262
maria_theresa;child;joseph_ii_holy_roman_emperor;10;2074;maria_theresa;child;joseph_ii_holy_roman_emperor;1;6;maria_theresa;child;joseph_ii_holy_roman_emperor;1;4
sviatoslav_i;child;vladimir_the_great;34;2087;sviatoslav_i;child;vladimir_the_great;3;1;sviatoslav_i;child;vladimir_the_great;2;1
elizabeth_of_austria_1436_1505;child;sophia_jagiellon_margravine_of_brandenburg_ansbach;103;2113;elizabeth_of_austria_1436_1505;child;sophia_jagiellon_margravine_of_brandenburg_ansbach;1;1157;elizabeth_of_austria_1436_1505;child;sophia_jagiellon_margravine_of_brandenburg_ansbach;7;564
judith_of_habsburg;child;margaret_of_bohemia_duchess_of_wroclaw;414;2118;judith_of_habsburg;child;margaret_of_bohemia_duchess_of_wroclaw;173;1314;judith_of_habsburg;child;margaret_of_bohemia_duchess_of_wroclaw;814;1914
_thelwulf_king_of_wessex;child;alfred_the_great;40;2122;_thelwulf_king_of_wessex;child;alfred_the_great;2;4;_thelwulf_king_of_wessex;child;alfred_the_great;2;1
francis_ii_duke_of_lorraine;child;marguerite_of_lorraine;562;2135;francis_ii_duke_of_lorraine;child;marguerite_of_lorraine;252;1254;francis_ii_duke_of_lorraine;child;marguerite_of_lorraine;23;562
ferdinand_i_of_the_two_sicilies;child;carlo_duke_of_calabria;36;2137;ferdinand_i_of_the_two_sicilies;child;carlo_duke_of_calabria;1;2;ferdinand_i_of_the_two_sicilies;child;carlo_duke_of_calabria;1;1
john_of_gaunt;child;philippa_of_lancaster;177;2148;john_of_gaunt;child;philippa_of_lancaster;2215;2415;john_of_gaunt;child;philippa_of_lancaster;858;2237
john_the_fearless;child;agnes_of_burgundy_duchess_of_bourbon;154;2153;john_the_fearless;child;agnes_of_burgundy_duchess_of_bourbon;2;2;john_the_fearless;child;agnes_of_burgundy_duchess_of_bourbon;1;1
leopold_duke_of_lorraine;child;elisabeth_therese_of_lorraine;215;2183;leopold_duke_of_lorraine;child;elisabeth_therese_of_lorraine;327;2053;leopold_duke_of_lorraine;child;elisabeth_therese_of_lorraine;235;1265
victor_amadeus_i_duke_of_savoy;child;princess_luisa_cristina_of_savoy;298;2183;victor_amadeus_i_duke_of_savoy;child;princess_luisa_cristina_of_savoy;21;1091;victor_amadeus_i_duke_of_savoy;child;princess_luisa_cristina_of_savoy;116;1494
francis_ii_holy_roman_emperor;child;maria_leopoldina_of_austria;189;2198;francis_ii_holy_roman_emperor;child;maria_leopoldina_of_austria;1;4;francis_ii_holy_roman_emperor;child;maria_leopoldina_of_austria;1;1
john_of_bohemia;child;wenceslaus_i_duke_of_luxembourg;226;2200;john_of_bohemia;child;wenceslaus_i_duke_of_luxembourg;80;1047;john_of_bohemia;child;wenceslaus_i_duke_of_luxembourg;83;1302
ferdinand_iii_of_castile;child;ferdinand_of_castile_born_1238;46;2207;ferdinand_iii_of_castile;child;ferdinand_of_castile_born_1238;60;1195;ferdinand_iii_of_castile;child;ferdinand_of_castile_born_1238;36;877
afonso_iii_of_portugal;child;martim_afonso_chichorro;248;2217;afonso_iii_of_portugal;child;martim_afonso_chichorro;5;1048;afonso_iii_of_portugal;child;martim_afonso_chichorro;97;1617
mar_a_isabella_of_spain;child;teresa_cristina_of_the_two_sicilies;61;2233;mar_a_isabella_of_spain;child;teresa_cristina_of_the_two_sicilies;136;1051;mar_a_isabella_of_spain;child;teresa_cristina_of_the_two_sicilies;42;921
james_i_of_scotland;child;annabella_of_scotland;277;2241;james_i_of_scotland;child;annabella_of_scotland;337;990;james_i_of_scotland;child;annabella_of_scotland;111;1542
ferdinand_i_of_the_two_sicilies;child;maria_amalia_of_naples_and_sicily;64;2245;ferdinand_i_of_the_two_sicilies;child;maria_amalia_of_naples_and_sicily;3;3;ferdinand_i_of_the_two_sicilies;child;maria_amalia_of_naples_and_sicily;1;1
alfonso_ii_count_of_provence;child;ramon_berenguer_iv_count_of_provence;735;2252;alfonso_ii_count_of_provence;child;ramon_berenguer_iv_count_of_provence;8;13;alfonso_ii_count_of_provence;child;ramon_berenguer_iv_count_of_provence;2;1
victor_amadeus_ii_of_sardinia;child;maria_vittoria_of_savoy;135;2259;victor_amadeus_ii_of_sardinia;child;maria_vittoria_of_savoy;1932;1123;victor_amadeus_ii_of_sardinia;child;maria_vittoria_of_savoy;678;2236
antoine_of_navarre;child;catherine_de_bourbon;379;2267;antoine_of_navarre;child;catherine_de_bourbon;8;11;antoine_of_navarre;child;catherine_de_bourbon;1;3
peter_i_of_portugal;child;maria_of_portugal_marchioness_of_tortosa;210;2290;peter_i_of_portugal;child;maria_of_portugal_marchioness_of_tortosa;36;1349;peter_i_of_portugal;child;maria_of_portugal_marchioness_of_tortosa;23;731
maria_theresa_of_austria_este_queen_of_sardinia;child;maria_teresa_of_savoy_1803_1879;620;2295;maria_theresa_of_austria_este_queen_of_sardinia;child;maria_teresa_of_savoy_1803_1879;69;1178;maria_theresa_of_austria_este_queen_of_sardinia;child;maria_teresa_of_savoy_1803_1879;293;1928
empress_jos_phine;child;eug_ne_de_beauharnais;59;2296;empress_jos_phine;child;eug_ne_de_beauharnais;2470;1421;empress_jos_phine;child;eug_ne_de_beauharnais;974;2025
maria_anna_of_bavaria_born_1551;child;archduke_maximilian_ernest_of_austria;7;2304;maria_anna_of_bavaria_born_1551;child;archduke_maximilian_ernest_of_austria;139;965;maria_anna_of_bavaria_born_1551;child;archduke_maximilian_ernest_of_austria;4;681
ren__ii_duke_of_lorraine;child;louis_count_of_vaud_mont;197;2314;ren__ii_duke_of_lorraine;child;louis_count_of_vaud_mont;354;1147;ren__ii_duke_of_lorraine;child;louis_count_of_vaud_mont;106;1498
frederick_prince_of_wales;child;george_iii;4;2338;frederick_prince_of_wales;child;george_iii;1;1;frederick_prince_of_wales;child;george_iii;1;1
maria_anna_of_bavaria_born_1551;child;maria_christina_princess_of_transylvania;8;2340;maria_anna_of_bavaria_born_1551;child;maria_christina_princess_of_transylvania;154;990;maria_anna_of_bavaria_born_1551;child;maria_christina_princess_of_transylvania;2;399
ren__of_anjou;child;louis_of_anjou_marquis_of_pont___mousson;295;2343;ren__of_anjou;child;louis_of_anjou_marquis_of_pont___mousson;9;901;ren__of_anjou;child;louis_of_anjou_marquis_of_pont___mousson;193;1843
mary_of_hungary_queen_of_naples;child;john_duke_of_durazzo;19;2357;mary_of_hungary_queen_of_naples;child;john_duke_of_durazzo;63;892;mary_of_hungary_queen_of_naples;child;john_duke_of_durazzo;7;661
louis_viii_of_france;child;alphonse_count_of_poitiers;218;2361;louis_viii_of_france;child;alphonse_count_of_poitiers;290;1345;louis_viii_of_france;child;alphonse_count_of_poitiers;1294;2589
leopold_ii_holy_roman_emperor;child;archduke_rainer_joseph_of_austria;18;2373;leopold_ii_holy_roman_emperor;child;archduke_rainer_joseph_of_austria;1;2;leopold_ii_holy_roman_emperor;child;archduke_rainer_joseph_of_austria;1;1
alfonso_ix_of_le_n;child;alfonso_of_molina;113;2399;alfonso_ix_of_le_n;child;alfonso_of_molina;33;1359;alfonso_ix_of_le_n;child;alfonso_of_molina;584;2585
hugh_iv_duke_of_burgundy;child;john_of_burgundy_1231_68;48;2402;hugh_iv_duke_of_burgundy;child;john_of_burgundy_1231_68;65;1305;hugh_iv_duke_of_burgundy;child;john_of_burgundy_1231_68;789;2548
louis_i_duke_of_orl_ans;child;jean_de_dunois;332;2405;louis_i_duke_of_orl_ans;child;jean_de_dunois;249;1038;louis_i_duke_of_orl_ans;child;jean_de_dunois;1339;2499
mary_of_burgundy_duchess_of_cleves;child;john_i_duke_of_cleves;374;2405;mary_of_burgundy_duchess_of_cleves;child;john_i_duke_of_cleves;2034;1372;mary_of_burgundy_duchess_of_cleves;child;john_i_duke_of_cleves;142;2262
charles_martel;child;hiltrud;265;2409;charles_martel;child;hiltrud;192;1177;charles_martel;child;hiltrud;18;738
louis_ix_of_france;child;isabella_of_france_queen_of_navarre;108;2418;louis_ix_of_france;child;isabella_of_france_queen_of_navarre;231;957;louis_ix_of_france;child;isabella_of_france_queen_of_navarre;333;1786
anne_gonzaga;child;anne_henriette_of_bavaria;528;2424;anne_gonzaga;child;anne_henriette_of_bavaria;474;1120;anne_gonzaga;child;anne_henriette_of_bavaria;106;1053
cosimo_i_de_medici_grand_duke_of_tuscany;child;lucrezia_de_medici_duchess_of_ferrara;30;2429;cosimo_i_de_medici_grand_duke_of_tuscany;child;lucrezia_de_medici_duchess_of_ferrara;1;875;cosimo_i_de_medici_grand_duke_of_tuscany;child;lucrezia_de_medici_duchess_of_ferrara;12;653
hedwig_of_saxony;child;henry_i_duke_of_burgundy;385;2429;hedwig_of_saxony;child;henry_i_duke_of_burgundy;2410;1204;hedwig_of_saxony;child;henry_i_duke_of_burgundy;340;1450
yaroslav_the_wise;child;vladimir_of_novgorod;46;2432;yaroslav_the_wise;child;vladimir_of_novgorod;784;1277;yaroslav_the_wise;child;vladimir_of_novgorod;142;1677
james_i_count_of_la_marche;child;peter_ii_count_of_la_marche;508;2469;james_i_count_of_la_marche;child;peter_ii_count_of_la_marche;901;1179;james_i_count_of_la_marche;child;peter_ii_count_of_la_marche;793;2012
elisabeth_of_nuremberg;child;louis_iii_elector_palatine;896;2496;elisabeth_of_nuremberg;child;louis_iii_elector_palatine;228;1024;elisabeth_of_nuremberg;child;louis_iii_elector_palatine;143;1191
henry_iv_of_france;child;catherine_henriette_de_bourbon;52;2512;henry_iv_of_france;child;catherine_henriette_de_bourbon;175;1300;henry_iv_of_france;child;catherine_henriette_de_bourbon;1268;2541
elizabeth_the_cuman;child;anna_of_hungary_byzantine_empress;340;2519;elizabeth_the_cuman;child;anna_of_hungary_byzantine_empress;19;1068;elizabeth_the_cuman;child;anna_of_hungary_byzantine_empress;48;1203
maria_amalia_of_naples_and_sicily;child;charles_d_orl_ans_duke_of_penthi_vre;216;2526;maria_amalia_of_naples_and_sicily;child;charles_d_orl_ans_duke_of_penthi_vre;242;1367;maria_amalia_of_naples_and_sicily;child;charles_d_orl_ans_duke_of_penthi_vre;675;2518
boso_the_elder;child;hucbert;220;2528;boso_the_elder;child;hucbert;1599;1494;boso_the_elder;child;hucbert;1127;2568
maria_josepha_of_austria;child;maria_kunigunde_of_saxony;40;2544;maria_josepha_of_austria;child;maria_kunigunde_of_saxony;128;1209;maria_josepha_of_austria;child;maria_kunigunde_of_saxony;557;2505
bona_of_savoy;child;anna_sforza;658;2575;bona_of_savoy;child;anna_sforza;196;1126;bona_of_savoy;child;anna_sforza;945;2527
henrietta_maria;child;anne_stuart_born_1637;447;2585;henrietta_maria;child;anne_stuart_born_1637;89;1329;henrietta_maria;child;anne_stuart_born_1637;1653;2522
clemence_of_austria;father;rudolf_i_of_germany;197;2;clemence_of_austria;father;rudolf_i_of_germany;1;1;clemence_of_austria;father;rudolf_i_of_germany;1;1
arthur_ii_duke_of_brittany;father;john_ii_duke_of_brittany;38;4;arthur_ii_duke_of_brittany;father;john_ii_duke_of_brittany;2;1;arthur_ii_duke_of_brittany;father;john_ii_duke_of_brittany;1;1
charles_count_of_valois;father;philip_iii_of_france;376;6;charles_count_of_valois;father;philip_iii_of_france;3;2;charles_count_of_valois;father;philip_iii_of_france;1;1
ferdinand_philippe_duke_of_orl_ans;father;louis_philippe_i;42;6;ferdinand_philippe_duke_of_orl_ans;father;louis_philippe_i;2;2;ferdinand_philippe_duke_of_orl_ans;father;louis_philippe_i;1;1
henry_vi_count_of_luxembourg;father;henry_v_count_of_luxembourg;81;8;henry_vi_count_of_luxembourg;father;henry_v_count_of_luxembourg;1;1;henry_vi_count_of_luxembourg;father;henry_v_count_of_luxembourg;1;1
philip_ii_of_spain;father;charles_v_holy_roman_emperor;7;8;philip_ii_of_spain;father;charles_v_holy_roman_emperor;1;1;philip_ii_of_spain;father;charles_v_holy_roman_emperor;1;1
margaret_of_savoy_countess_of_saint_pol;father;louis_duke_of_savoy;128;9;margaret_of_savoy_countess_of_saint_pol;father;louis_duke_of_savoy;1;1;margaret_of_savoy_countess_of_saint_pol;father;louis_duke_of_savoy;1;1
marie_ad_la_de_of_savoy;father;victor_amadeus_ii_of_sardinia;643;13;marie_ad_la_de_of_savoy;father;victor_amadeus_ii_of_sardinia;2;1;marie_ad_la_de_of_savoy;father;victor_amadeus_ii_of_sardinia;1;1
john_iv_duke_of_brittany;father;john_of_montfort;360;16;john_iv_duke_of_brittany;father;john_of_montfort;1;1;john_iv_duke_of_brittany;father;john_of_montfort;1;1
francis_ii_of_france;father;henry_ii_of_france;152;19;francis_ii_of_france;father;henry_ii_of_france;1;1;francis_ii_of_france;father;henry_ii_of_france;1;1
louis_philippe_ii_duke_of_orl_ans;father;louis_philippe_i_duke_of_orl_ans;1071;19;louis_philippe_ii_duke_of_orl_ans;father;louis_philippe_i_duke_of_orl_ans;1;1;louis_philippe_ii_duke_of_orl_ans;father;louis_philippe_i_duke_of_orl_ans;1;1
louis_xiii;father;henry_iv_of_france;273;20;louis_xiii;father;henry_iv_of_france;1;1;louis_xiii;father;henry_iv_of_france;1;1
robert_count_of_clermont;father;louis_ix_of_france;608;32;robert_count_of_clermont;father;louis_ix_of_france;1;1;robert_count_of_clermont;father;louis_ix_of_france;1;1
ferdinand_duke_of_viseu;father;edward_king_of_portugal;47;33;ferdinand_duke_of_viseu;father;edward_king_of_portugal;1;1;ferdinand_duke_of_viseu;father;edward_king_of_portugal;1;1
ferdinand_ii_of_le_n;father;alfonso_vii_of_le_n_and_castile;23;36;ferdinand_ii_of_le_n;father;alfonso_vii_of_le_n_and_castile;1;1;ferdinand_ii_of_le_n;father;alfonso_vii_of_le_n_and_castile;1;1
maria_amalia_of_naples_and_sicily;father;ferdinand_i_of_the_two_sicilies;213;36;maria_amalia_of_naples_and_sicily;father;ferdinand_i_of_the_two_sicilies;5;4;maria_amalia_of_naples_and_sicily;father;ferdinand_i_of_the_two_sicilies;2;2
charles_vii_of_france;father;charles_vi_of_france;58;44;charles_vii_of_france;father;charles_vi_of_france;1;1;charles_vii_of_france;father;charles_vi_of_france;1;1
philip_ii_duke_of_savoy;father;louis_duke_of_savoy;738;46;philip_ii_duke_of_savoy;father;louis_duke_of_savoy;3;1;philip_ii_duke_of_savoy;father;louis_duke_of_savoy;1;1
elizabeth_of_bohemia_1292_1330;father;wenceslaus_ii_of_bohemia;288;49;elizabeth_of_bohemia_1292_1330;father;wenceslaus_ii_of_bohemia;1;2;elizabeth_of_bohemia_1292_1330;father;wenceslaus_ii_of_bohemia;1;1
louis_dauphin_of_france_son_of_louis_xiv;father;louis_xiv;269;51;louis_dauphin_of_france_son_of_louis_xiv;father;louis_xiv;2;1;louis_dauphin_of_france_son_of_louis_xiv;father;louis_xiv;1;1
albert_ii_duke_of_austria;father;albert_i_of_germany;329;63;albert_ii_duke_of_austria;father;albert_i_of_germany;2;3;albert_ii_duke_of_austria;father;albert_i_of_germany;1;1
hedwig_of_saxony;father;henry_the_fowler;997;83;hedwig_of_saxony;father;henry_the_fowler;6;1;hedwig_of_saxony;father;henry_the_fowler;1;1
leopold_duke_of_lorraine;father;charles_v_duke_of_lorraine;851;88;leopold_duke_of_lorraine;father;charles_v_duke_of_lorraine;3;3;leopold_duke_of_lorraine;father;charles_v_duke_of_lorraine;1;1
george_i_of_great_britain;father;ernest_augustus_elector_of_hanover;329;99;george_i_of_great_britain;father;ernest_augustus_elector_of_hanover;1;2;george_i_of_great_britain;father;ernest_augustus_elector_of_hanover;1;1
theodoric_ii_duke_of_lorraine;father;gerard_duke_of_lorraine;57;142;theodoric_ii_duke_of_lorraine;father;gerard_duke_of_lorraine;1;1;theodoric_ii_duke_of_lorraine;father;gerard_duke_of_lorraine;1;1
francis_ii_duke_of_brittany;father;richard_count_of__tampes;64;151;francis_ii_duke_of_brittany;father;richard_count_of__tampes;1;1;francis_ii_duke_of_brittany;father;richard_count_of__tampes;1;1
